PortfolioID,InstrumentID,Amount
232,2616,366
232,2617,431
232,2622,627
232,2628,408
232,2629,499
232,2640,752
232,2641,715
232,2642,382
232,2643,276
232,2659,655
232,2662,441
232,2669,415
232,2671,407
232,2688,599
232,2716,621
232,2717,399
232,2724,323
232,2728,734
232,2729,584
232,2731,127
232,2732,55
232,2734,427
232,2736,457
232,2739,402
232,2745,632
232,2746,513
232,2747,549
232,2748,386
232,2750,615
232,2762,279
232,2779,543
232,2791,624
232,2792,411
232,2797,526
232,2802,495
232,2815,448
232,2816,156
232,2822,586
232,2851,239
232,2857,744
232,2858,642
232,2859,768
232,2860,307
232,2863,731
232,2871,533
232,2872,668
232,2899,597
232,2904,306
232,2915,447
232,2916,579
232,2917,793
232,2918,159
232,2919,628
232,2926,514
232,2929,255
232,2932,509
232,2938,753
232,2941,344
232,2944,599
232,2946,14
232,2947,562
232,2948,410
232,2949,480
232,2950,380
232,2951,538
232,2968,666
232,2970,598
232,2973,458
232,2985,781
232,2986,367
232,2987,715
232,2988,448
232,3005,521
232,3011,216
232,3019,494
232,3020,705
232,3035,445
232,3037,730
232,3038,701
232,3039,583
232,3040,340
232,3044,706
232,3062,403
232,3066,778
232,3068,484
232,3069,464
232,3070,792
232,3072,251
232,3074,475
232,3086,690
232,3087,557
232,3088,678
232,3090,608
232,3091,671
232,3093,552
232,3095,411
232,3098,475
232,3100,588
232,3108,439
232,3111,442
232,3134,646
232,3135,295
232,3142,82
232,3143,464
232,3145,465
232,3152,304
232,3153,754
232,3165,705
232,3168,421
232,3169,327
232,3196,581
232,3200,776
232,3201,226
232,3210,513
232,3235,494
232,3244,572
232,3246,719
232,3252,494
232,3253,496
232,3254,532
232,3256,574
232,3260,796
232,3265,728
232,3271,656
232,3284,520
232,3296,463
232,3313,389
232,3334,555
232,3341,703
232,3347,636
232,3350,343
232,3358,226
232,3360,363
232,3361,662
232,3362,699
232,3363,727
232,3368,406
232,3386,759
232,3392,242
232,3395,377
232,3396,438
232,3401,370
232,3404,462
232,3405,668
232,3406,620
232,3417,620
232,3418,76
232,3420,637
232,3421,486
232,3422,286
232,3425,276
232,3447,695
232,3448,618
232,3452,549
232,3461,72
232,3467,240
232,3468,721
232,3469,690
232,3470,664
232,3471,482
232,3478,586
232,3479,795
232,3480,413
232,3489,510
232,3492,410
232,3494,248
232,3501,404
232,3504,369
232,3508,539
232,3524,725
232,3527,628
232,3543,456
232,3545,440
232,3546,110
232,3548,428
232,3552,313
232,5060,376
232,6460,555
233,3,219
233,7,312
233,14,287
233,17,619
233,58,381
233,79,372
233,86,223
233,95,239
233,100,249
233,140,359
233,141,420
233,376,369
233,494,296
233,608,797
233,612,394
233,648,204
233,707,353
233,733,399
233,736,261
233,762,249
233,780,403
233,798,342
233,802,249
233,805,270
233,832,358
233,836,244
233,839,265
233,991,239
233,1006,367
233,1049,345
233,1061,243
233,1073,229
233,1183,553
233,1356,364
233,1427,326
233,1432,208
234,260,726
234,344,352
234,356,475
234,367,330
234,480,434
234,500,423
234,541,559
234,595,427
234,661,478
234,720,412
234,745,483
234,953,437
234,1009,265
234,1073,743
234,1080,792
234,1097,468
234,1136,411
234,1148,501
234,1196,571
234,1197,573
234,1207,507
234,1210,799
234,1223,527
234,1235,636
234,1247,790
234,1253,788
234,1256,764
234,1258,650
234,1265,329
234,1278,528
234,1288,342
234,1517,489
234,1527,758
234,1580,505
234,1653,449
234,1704,615
234,1747,666
234,1961,616
234,1994,598
234,2009,535
234,2116,340
234,2135,376
234,2174,762
234,2355,517
234,2501,541
234,2571,648
234,2616,758
234,2628,775
234,2683,501
234,2706,399
234,2788,508
234,2857,608
234,2959,672
234,2987,545
234,2997,444
234,3088,626
234,3156,750
234,3451,226
234,3751,201
234,4027,425
234,4247,36
234,4306,447
234,4878,770
234,4886,565
234,4963,578
234,4993,693
234,4995,627
234,5349,241
234,5378,646
234,5445,720
234,5446,697
234,5952,530
234,5989,606
234,6365,203
234,6377,280
234,6539,226
234,6773,369
234,6780,712
234,6807,491
234,6934,506
234,7075,671
234,7147,748
234,7153,444
234,7826,665
234,8360,287
234,8464,415
234,8961,203
234,33493,482
234,33794,426
234,37729,424
234,38038,10
234,44195,499
234,44788,502
234,45722,259
234,45928,476
234,45950,504
234,46578,596
234,46976,387
234,48385,591
234,48394,742
234,48516,736
234,48774,416
234,53894,491
234,54272,380
234,54503,292
234,54997,786
234,55820,647
234,56174,519
234,56367,534
234,56782,726
234,56885,389
234,59315,539
235,5,649
235,6,486
235,11,543
235,47,242
235,48,301
235,50,618
235,62,722
235,110,256
235,141,577
235,161,644
235,222,657
235,225,622
235,236,482
235,237,645
235,261,214
235,292,707
235,296,689
235,318,618
235,339,217
235,342,344
235,345,477
235,356,646
235,357,793
235,376,443
235,377,642
235,380,570
235,457,732
235,500,609
235,527,269
235,539,532
235,552,512
235,587,705
235,588,683
235,590,631
235,592,672
235,593,487
235,597,559
235,608,545
235,628,775
235,648,620
235,708,492
235,733,696
235,802,748
235,805,523
235,832,674
235,919,789
235,920,775
235,1028,710
235,1030,429
235,1035,659
235,1059,510
235,1073,788
235,1079,635
235,1183,369
235,1207,650
235,1246,744
235,1270,747
235,1271,771
235,1307,539
235,1380,524
235,1479,523
235,1513,579
235,1569,414
235,1610,697
235,1617,614
235,1625,695
235,1682,699
235,1721,675
235,1777,583
235,1923,666
235,1968,506
235,2001,562
235,2011,708
235,2012,427
235,2058,614
235,2093,437
235,2137,728
235,2268,730
235,2398,787
235,2424,655
235,2470,558
235,2580,784
235,2605,551
235,2640,255
235,2671,655
235,2688,512
235,2706,729
235,2707,658
235,2762,602
235,2770,513
235,2858,617
235,2987,611
235,3105,763
235,3147,750
235,3176,604
235,3186,663
235,3248,442
235,3249,743
235,3271,677
235,3408,452
235,3418,403
235,3502,742
235,3510,680
235,3594,494
235,3623,547
235,3717,560
235,3897,537
235,3911,672
235,3916,655
235,3948,533
235,3977,511
235,4014,522
235,4034,557
235,4040,310
235,4225,787
235,4226,609
235,4239,515
235,4246,744
235,4306,608
235,4308,761
235,4326,450
235,4448,618
235,4464,494
235,4563,442
235,4867,454
235,4880,716
235,4963,766
235,4973,639
235,4975,404
235,4979,507
235,4995,609
235,5296,525
235,5349,766
235,5377,683
235,5418,762
235,5419,413
235,5445,714
235,5679,707
235,5989,448
235,6187,758
235,6503,242
235,6596,599
235,6708,698
235,6879,597
235,6942,773
235,8360,759
235,8368,719
235,8529,537
235,8636,623
235,8784,780
235,8970,667
235,8981,628
235,30825,492
236,6,218
236,7,549
236,10,291
236,30,787
236,32,567
236,47,364
236,111,743
236,260,370
236,273,105
236,296,284
236,364,366
236,431,442
236,480,327
236,500,215
236,527,495
236,541,771
236,588,496
236,590,353
236,593,502
236,599,706
236,750,606
236,780,38
236,841,489
236,898,261
236,899,687
236,903,738
236,904,652
236,908,680
236,909,770
236,910,790
236,912,457
236,913,480
236,915,474
236,922,603
236,923,690
236,924,743
236,926,663
236,928,447
236,930,654
236,931,416
236,933,592
236,936,622
236,942,739
236,943,757
236,945,566
236,946,606
236,951,798
236,954,511
236,955,637
236,969,438
236,1036,461
236,1086,541
236,1097,476
236,1136,523
236,1178,654
236,1196,528
236,1198,552
236,1199,686
236,1206,701
236,1208,629
236,1209,779
236,1210,368
236,1212,405
236,1214,531
236,1217,621
236,1219,616
236,1222,449
236,1230,743
236,1237,605
236,1244,733
236,1248,611
236,1250,470
236,1251,616
236,1252,639
236,1260,796
236,1281,690
236,1291,581
236,1293,392
236,1305,668
236,1333,665
236,1344,402
236,1345,585
236,1348,552
236,1354,212
236,1387,615
236,1617,391
236,1676,735
236,1693,286
236,1721,285
236,1809,771
236,1945,788
236,2010,673
236,2019,715
236,2021,112
236,2028,228
236,2066,622
236,2115,502
236,2131,431
236,2176,572
236,2177,521
236,2178,537
236,2183,551
236,2186,550
236,2194,212
236,2200,527
236,2201,407
236,2294,513
236,2396,337
236,2539,15
236,2571,266
236,2575,235
236,2628,113
236,2712,785
236,2726,520
236,2729,482
236,2731,488
236,2732,481
236,2858,205
236,2940,447
236,3022,672
236,3089,477
236,3091,716
236,3095,685
236,3097,628
236,3134,729
236,3306,759
236,3307,714
236,3310,772
236,3334,584
236,3365,749
236,3435,437
236,3462,609
236,3470,635
236,3489,503
236,3559,735
236,3578,371
236,3632,795
236,3657,503
236,3730,660
236,3739,738
236,3741,617
236,3742,569
236,3872,425
236,3996,545
236,4034,367
236,4144,454
236,4190,528
236,4273,581
236,4308,205
236,4334,683
236,4406,779
236,4420,580
236,4422,667
236,4768,755
236,4848,760
236,4914,448
236,4993,213
236,5009,468
236,5017,542
236,5060,556
236,5114,682
236,5147,606
236,5177,437
236,5291,628
236,5333,513
236,5378,355
236,5440,641
236,5498,693
236,5613,215
236,5690,506
236,5878,414
236,5952,275
236,5989,634
236,5995,785
236,6001,739
236,6126,422
236,6273,643
236,6286,426
236,6331,420
236,6609,425
236,6643,788
236,6669,616
236,6711,617
236,6721,578
236,6783,785
236,6920,694
236,6993,796
236,7013,687
236,7064,392
236,7089,425
236,7090,516
236,7116,740
236,7135,476
236,7136,404
236,7153,315
236,7209,559
236,7210,554
236,7211,798
236,7215,429
236,7234,573
236,7327,796
236,7396,505
236,7577,538
236,7713,716
236,7766,736
236,7926,612
236,7943,746
236,8012,689
236,8125,737
236,8154,763
236,8157,455
236,8188,667
236,8199,658
236,8228,507
236,8370,725
236,8507,427
236,8584,777
236,8670,747
236,25952,632
236,27721,587
236,30812,447
236,31437,413
237,1,308
237,32,63
237,153,329
237,198,475
237,260,509
237,272,713
237,292,553
237,296,769
237,316,127
237,318,761
237,329,215
237,344,311
237,345,569
237,364,505
237,380,301
237,588,523
237,589,358
237,592,298
237,593,444
237,595,410
237,608,647
237,780,65
237,1084,491
237,1196,734
237,1198,471
237,1210,599
237,1270,448
237,1285,433
237,1320,121
237,1372,402
237,1673,570
237,1674,216
237,1777,324
237,2001,284
237,2353,339
237,2502,606
237,2657,307
237,2858,621
237,3052,403
237,4034,390
237,5952,730
238,231,366
238,318,588
238,356,783
238,480,433
238,527,257
238,593,420
238,1203,340
238,1246,436
238,1265,527
238,1307,605
238,1682,606
238,1721,680
238,2028,429
238,2424,373
238,2572,458
238,2706,220
238,3147,499
238,4025,507
238,4246,48
238,4447,381
238,4700,549
238,4973,518
238,5445,799
238,5995,359
238,6155,253
238,6218,442
238,6942,357
238,7254,493
238,8464,182
238,8529,475
238,8533,687
238,27815,242
238,31685,696
238,33145,352
238,33679,409
238,34162,519
238,40629,522
238,43744,411
238,44191,530
238,45720,522
238,46578,586
238,47610,645
238,49286,339
238,50872,514
238,51084,19
238,55247,508
238,55269,339
238,56367,516
238,56949,399
238,57669,393
238,58998,554
238,60950,434
238,63082,521
238,64969,210
238,66203,282
238,67788,314
238,69757,438
238,72011,312
238,72998,233
238,74154,508
238,74458,621
238,74946,117
238,79132,24
238,80549,746
238,81845,336
238,84954,557
238,85414,470
238,86882,549
238,88163,230
238,88405,444
238,90576,564
238,91500,790
238,92259,547
238,94959,377
238,95088,609
238,95309,515
238,97921,654
238,99114,640
238,102903,456
238,104374,788
238,105246,449
238,105844,435
238,106782,783
238,108729,578
238,109483,240
238,112556,436
238,115569,664
238,116797,453
238,148626,215
238,148956,430
239,3,428
239,4,202
239,5,330
239,11,586
239,39,715
239,65,142
239,69,702
239,88,194
239,104,480
239,135,598
239,141,506
239,153,301
239,157,464
239,180,515
239,203,572
239,216,531
239,223,471
239,232,464
239,248,472
239,252,461
239,276,210
239,289,789
239,317,337
239,327,546
239,339,522
239,353,540
239,356,621
239,367,566
239,368,709
239,372,564
239,378,444
239,380,541
239,387,545
239,410,279
239,413,484
239,420,315
239,429,773
239,432,549
239,433,496
239,435,257
239,440,445
239,457,362
239,476,561
239,485,375
239,486,259
239,489,181
239,497,676
239,500,499
239,514,451
239,516,551
239,520,515
239,532,268
239,539,383
239,543,770
239,551,495
239,587,508
239,588,721
239,656,220
239,673,512
239,688,61
239,708,660
239,719,329
239,725,280
239,733,581
239,762,223
239,785,564
239,830,341
239,837,722
239,852,459
239,892,446
239,910,408
239,915,789
239,934,470
239,1007,498
239,1010,265
239,1016,220
239,1021,295
239,1042,458
239,1060,632
239,1073,204
239,1077,555
239,1091,204
239,1097,467
239,1135,445
239,1197,613
239,1210,720
239,1215,437
239,1220,579
239,1259,564
239,1265,421
239,1278,709
239,1288,551
239,1297,421
239,1307,644
239,1380,666
239,1391,556
239,1394,424
239,1409,305
239,1431,265
239,1440,318
239,1456,131
239,1468,251
239,1476,525
239,1485,284
239,1500,648
239,1513,35
239,1566,539
239,1580,455
239,1593,24
239,1641,417
239,1663,708
239,1680,757
239,1689,568
239,1711,273
239,1713,259
239,1777,614
239,1784,641
239,1894,550
239,1918,518
239,1923,547
239,1968,606
239,2000,449
239,2002,272
239,2003,359
239,2004,159
239,2011,528
239,2016,282
239,2040,236
239,2081,586
239,2082,370
239,2088,338
239,2100,258
239,2108,586
239,2109,569
239,2111,324
239,2133,240
239,2134,590
239,2136,276
239,2144,485
239,2174,562
239,2195,263
239,2208,498
239,2245,326
239,2247,249
239,2248,419
239,2249,543
239,2252,245
239,2266,318
239,2306,504
239,2331,446
239,2335,487
239,2347,285
239,2355,765
239,2369,290
239,2374,517
239,2375,267
239,2378,344
239,2379,516
239,2396,435
239,2405,454
239,2406,444
239,2407,548
239,2408,252
239,2409,762
239,2410,538
239,2411,541
239,2412,509
239,2413,502
239,2424,688
239,2431,789
239,2463,547
239,2469,491
239,2470,319
239,2471,292
239,2473,178
239,2485,576
239,2502,279
239,2539,458
239,2552,83
239,2558,241
239,2567,459
239,2572,441
239,2581,457
239,2582,370
239,2587,305
239,2597,83
239,2599,555
239,2617,496
239,2640,441
239,2641,571
239,2643,368
239,2671,722
239,2683,275
239,2690,494
239,2700,778
239,2706,427
239,2716,389
239,2717,221
239,2718,611
239,2723,501
239,2735,279
239,2736,635
239,2746,492
239,2770,257
239,2774,671
239,2791,393
239,2792,369
239,2796,377
239,2797,498
239,2805,76
239,2858,608
239,2883,597
239,2888,329
239,2889,498
239,2915,508
239,2918,774
239,2953,302
239,3004,266
239,3033,620
239,3086,553
239,3104,483
239,3114,743
239,3120,254
239,3146,250
239,3175,451
239,3247,411
239,3248,409
239,3253,556
239,3254,340
239,3255,694
239,3258,515
239,3261,579
239,3263,475
239,3286,259
239,3299,586
239,3301,433
239,3324,486
239,3358,514
239,3361,461
239,3388,119
239,3395,232
239,3398,779
239,3424,434
239,3450,586
239,3508,592
239,3524,428
239,3527,267
239,3534,469
239,3544,403
239,3548,658
239,3552,550
239,3591,512
239,3646,242
239,3669,239
239,3712,464
239,3715,553
239,3740,430
239,3751,744
239,3773,490
239,3809,537
239,3865,608
239,3868,255
239,3869,385
239,3873,364
239,3977,767
239,4010,696
239,4040,380
239,4063,218
239,4066,490
239,4085,532
239,4089,347
239,4102,427
239,4115,343
239,4121,280
239,4130,356
239,4132,407
239,4135,208
239,4180,525
239,4214,534
239,4221,167
239,4275,194
239,4293,248
239,4317,228
239,4321,560
239,4333,245
239,4351,310
239,4355,555
239,5060,559
240,1,741
240,16,584
240,17,473
240,21,341
240,32,664
240,34,633
240,36,570
240,39,756
240,47,531
240,50,393
240,58,454
240,111,726
240,141,501
240,150,416
240,165,508
240,236,732
240,261,506
240,282,320
240,296,408
240,318,599
240,348,564
240,356,366
240,357,453
240,367,223
240,377,247
240,410,592
240,440,508
240,457,512
240,480,390
240,500,470
240,508,539
240,527,717
240,588,545
240,592,279
240,593,590
240,595,582
240,597,298
240,608,633
240,648,444
240,708,567
240,736,258
240,785,459
240,898,624
240,904,508
240,905,605
240,908,414
240,913,625
240,919,649
240,923,486
240,924,607
240,927,429
240,936,412
240,947,577
240,950,539
240,951,722
240,954,337
240,955,507
240,965,563
240,1035,599
240,1036,504
240,1079,477
240,1086,490
240,1183,563
240,1193,671
240,1197,487
240,1200,463
240,1207,605
240,1230,792
240,1265,611
240,1269,599
240,1270,736
240,1278,430
240,1288,415
240,1300,796
240,1345,466
240,1358,411
240,1374,356
240,1391,518
240,1393,425
240,1500,498
240,1517,284
240,1580,425
240,1617,555
240,1643,758
240,1674,268
240,1680,622
240,1704,552
240,1719,431
240,1721,417
240,1885,724
240,1923,443
240,2100,463
240,2186,429
240,2187,500
240,2208,792
240,2321,490
240,2355,421
240,2396,532
240,2406,462
240,2580,724
240,2599,632
240,2700,524
240,2716,618
240,2762,669
240,2797,456
240,2858,521
240,2935,501
240,2967,441
240,2987,378
240,2997,625
240,3081,488
240,3097,446
240,3114,483
240,3176,428
240,3408,502
240,3471,437
240,3481,780
240,3499,609
240,3624,244
240,3735,568
240,3751,604
240,3752,311
240,3783,480
240,3787,673
240,3793,460
240,3852,553
240,3897,540
240,3910,630
240,3911,706
240,3948,562
240,3967,788
240,3983,719
240,3994,526
240,3996,458
240,4011,409
240,4022,409
240,4027,791
240,4034,549
240,4226,650
240,4246,510
240,4306,486
240,4361,500
240,4380,713
240,4641,418
240,4642,625
240,4720,634
240,4734,326
240,4848,502
240,4878,665
240,4886,741
240,4896,501
240,4963,513
240,4973,615
240,4979,585
240,4995,553
240,5013,614
240,5135,680
240,5299,543
240,5349,599
240,5418,490
240,5421,521
240,5445,688
240,5505,550
240,5618,704
240,5679,454
240,5791,586
240,5812,557
240,5816,533
240,5902,587
240,5945,490
240,5952,468
240,5989,548
240,5991,628
240,5992,573
240,6003,576
240,6188,305
240,6218,787
240,6296,481
240,6333,432
240,6377,555
240,6378,471
240,6385,773
240,6412,705
240,6539,680
240,6565,728
240,6591,554
240,6593,495
240,6711,481
240,6773,733
240,6777,538
240,6867,468
240,6870,245
240,6874,283
240,6877,407
240,6881,488
240,6947,425
240,7061,760
240,7078,557
240,7090,750
240,7121,723
240,7139,593
240,7147,425
240,7153,546
240,7155,435
240,7160,770
240,7212,456
240,7361,404
240,7382,470
240,7437,365
240,7438,264
240,7451,408
240,7493,437
240,8228,641
240,8360,448
240,8368,716
240,8464,473
240,8507,511
240,8622,634
240,8636,758
240,8638,310
240,8644,299
240,8665,752
240,8784,403
240,8798,384
240,8833,529
240,8865,459
240,8879,725
240,8917,728
241,1,377
241,2,383
241,5,190
241,34,408
241,36,474
241,47,280
241,48,6
241,50,530
241,150,56
241,153,209
241,158,207
241,160,103
241,181,337
241,194,771
241,196,317
241,223,273
241,230,316
241,231,256
241,235,491
241,247,305
241,253,211
241,261,364
241,296,502
241,316,391
241,317,91
241,318,509
241,319,775
241,342,311
241,344,374
241,353,134
241,355,163
241,356,31
241,357,321
241,362,352
241,364,296
241,367,234
241,370,382
241,377,361
241,380,271
241,410,269
241,420,236
241,457,286
241,471,453
241,474,355
241,480,345
241,500,218
241,509,203
241,535,652
241,551,403
241,555,425
241,587,382
241,589,593
241,592,339
241,595,285
241,778,589
241,780,255
242,1,751
242,6,456
242,11,689
242,16,633
242,21,676
242,22,417
242,25,584
242,31,597
242,34,438
242,36,736
242,47,419
242,50,744
242,52,456
242,95,426
242,100,436
242,110,718
242,111,669
242,141,331
242,144,415
242,150,603
242,164,673
242,165,514
242,185,468
242,198,405
242,205,487
242,208,677
242,215,472
242,248,228
242,252,227
242,257,562
242,260,756
242,280,564
242,296,723
242,300,481
242,316,564
242,318,771
242,329,513
242,337,656
242,342,488
242,348,784
242,349,747
242,350,529
242,352,756
242,356,799
242,357,431
242,361,656
242,368,403
242,371,420
242,373,634
242,377,603
242,378,523
242,380,758
242,415,571
242,422,771
242,425,405
242,432,441
242,440,793
242,448,571
242,454,228
242,457,661
242,463,509
242,471,662
242,474,564
242,480,687
242,481,140
242,507,757
242,508,626
242,527,623
242,529,695
242,534,538
242,541,646
242,554,324
242,590,719
242,592,634
242,593,510
242,597,639
242,608,685
242,628,447
242,648,547
242,691,286
242,695,539
242,733,641
242,748,386
242,750,601
242,786,444
242,800,650
242,832,220
242,838,308
242,852,549
242,858,657
242,866,432
242,898,791
242,899,729
242,900,742
242,903,781
242,904,638
242,908,789
242,912,712
242,913,716
242,919,748
242,920,685
242,923,782
242,924,691
242,926,691
242,933,602
242,949,604
242,953,730
242,969,795
242,994,738
242,1036,791
242,1041,516
242,1042,438
242,1057,72
242,1084,772
242,1088,788
242,1090,712
242,1094,606
242,1095,550
242,1096,609
242,1097,773
242,1103,654
242,1124,688
242,1179,776
242,1183,645
242,1186,514
242,1187,550
242,1193,736
242,1196,677
242,1197,731
242,1198,624
242,1203,679
242,1204,772
242,1206,662
242,1207,695
242,1208,760
242,1210,781
242,1213,492
242,1214,710
242,1219,723
242,1221,737
242,1225,696
242,1227,640
242,1230,528
242,1231,694
242,1234,666
242,1246,665
242,1247,637
242,1252,629
242,1254,732
242,1259,450
242,1265,511
242,1266,729
242,1269,735
242,1270,660
242,1272,456
242,1276,755
242,1282,655
242,1290,405
242,1291,744
242,1296,529
242,1299,645
242,1302,728
242,1304,748
242,1307,619
242,1333,743
242,1343,534
242,1356,786
242,1358,745
242,1370,501
242,1372,498
242,1377,420
242,1387,663
242,1391,535
242,1393,510
242,1394,711
242,1395,622
242,1396,685
242,1404,493
242,1422,551
242,1425,520
242,1479,668
242,1480,544
242,1500,417
242,1518,214
242,1542,494
242,1544,735
242,1552,412
242,1573,575
242,1580,634
242,1586,237
242,1597,534
242,1608,628
242,1610,770
242,1615,480
242,1616,547
242,1617,614
242,1639,592
242,1647,443
242,1653,676
242,1674,777
242,1678,566
242,1694,430
242,1704,659
242,1719,223
242,1721,631
242,1729,796
242,1732,508
242,1747,799
242,1748,614
242,1784,583
242,1791,354
242,1792,586
242,1841,474
242,1845,749
242,1892,275
242,1912,499
242,1918,542
242,1939,796
242,1942,623
242,1945,679
242,1947,739
242,1950,625
242,1952,779
242,1953,634
242,1956,656
242,1957,631
242,1958,614
242,1959,692
242,1960,744
242,1961,620
242,1962,641
242,1964,788
242,1968,500
242,2000,674
242,2001,430
242,2002,509
242,2006,443
242,2020,475
242,2023,631
242,2028,798
242,2058,476
242,2069,663
242,2070,677
242,2076,735
242,2100,447
242,2104,442
242,2108,522
242,2112,632
242,2114,591
242,2115,650
242,2125,512
242,2126,507
242,2145,449
242,2146,594
242,2194,620
242,2231,509
242,2243,674
242,2245,661
242,2248,525
242,2262,543
242,2267,573
242,2268,644
242,2272,631
242,2278,282
242,2289,421
242,2312,601
242,2321,557
242,2331,716
242,2336,409
242,2344,584
242,2349,534
242,2352,663
242,2353,589
242,2369,594
242,2391,744
242,2396,655
242,2405,683
242,2407,751
242,2408,380
242,2415,411
242,2417,386
242,2420,737
242,2421,368
242,2424,694
242,2468,494
242,2469,464
242,2474,624
242,2501,667
242,2561,498
242,2570,796
242,2571,628
242,2598,685
242,2599,547
242,2605,404
242,2616,626
242,2628,791
242,2671,506
242,2672,503
242,2688,495
242,2707,425
242,2724,525
242,2734,239
242,2738,574
242,2739,761
242,2749,593
242,2750,404
242,2757,670
242,2762,725
242,2763,555
242,2764,671
242,2791,579
242,2797,720
242,2802,731
242,2803,402
242,2804,611
242,2819,647
242,2857,777
242,2858,690
242,2863,706
242,2875,615
242,2881,401
242,2916,339
242,2917,640
242,2918,442
242,2919,613
242,2929,614
242,2942,259
242,2950,389
242,2997,784
242,3005,730
242,3006,543
242,3035,741
242,3044,648
242,3060,414
242,3068,667
242,3069,645
242,3071,711
242,3072,679
242,3095,713
242,3098,735
242,3100,620
242,3102,588
242,3104,747
242,3105,461
242,3106,584
242,3107,574
242,3108,470
242,3109,483
242,3110,459
242,3111,666
242,3138,437
242,3147,493
242,3148,387
242,3152,611
242,3160,784
242,3169,469
242,3176,669
242,3198,745
242,3201,781
242,3214,472
242,3247,410
242,3251,513
242,3255,785
242,3256,675
242,3257,456
242,3259,358
242,3260,485
242,3270,534
242,3301,481
242,3308,474
242,3317,764
242,3330,665
242,3342,742
242,3354,78
242,3359,689
242,3360,437
242,3361,798
242,3363,768
242,3394,361
242,3408,524
242,3418,777
242,3421,464
242,3422,506
242,3424,644
242,3448,672
242,3450,184
242,3467,764
242,3469,746
242,3471,605
242,3478,564
242,3481,665
242,3501,701
242,3504,617
242,3512,637
242,3513,515
242,3526,469
242,3543,793
242,3591,427
242,5060,601
243,10,576
243,19,356
243,34,507
243,47,422
243,48,221
243,93,68
243,110,433
243,150,356
243,151,344
243,153,35
243,158,151
243,168,284
243,172,164
243,173,238
243,177,395
243,186,339
243,208,393
243,231,489
243,253,582
243,260,767
243,261,558
243,273,224
243,296,738
243,316,273
243,344,368
243,353,589
243,356,528
243,364,491
243,367,221
243,368,564
243,370,215
243,380,211
243,382,375
243,434,251
243,442,343
243,480,300
243,485,237
243,500,478
243,520,210
243,527,598
243,541,540
243,551,782
243,552,443
243,586,597
243,588,505
243,589,536
243,592,468
243,593,612
243,648,348
243,653,290
243,733,494
243,750,580
243,784,203
243,832,230
243,903,584
243,904,411
243,910,799
243,914,551
243,919,565
243,920,402
243,924,369
243,1028,559
243,1035,794
243,1047,271
243,1080,417
243,1089,766
243,1097,555
243,1101,267
243,1136,454
243,1193,508
243,1196,677
243,1198,748
243,1206,480
243,1210,720
243,1213,433
243,1219,436
243,1222,582
243,1240,260
243,1246,426
243,1250,582
243,1255,438
243,1258,611
243,1261,590
243,1265,431
243,1270,490
243,1275,471
243,1281,748
243,1282,231
243,1291,763
243,1333,540
243,1339,771
243,1347,556
243,1350,411
243,1356,426
243,1374,402
243,1377,572
243,1387,467
243,1391,234
243,1393,415
243,1407,215
243,1485,380
243,1517,271
243,1527,589
243,1580,288
243,1584,450
243,1587,501
243,1590,523
243,1610,500
243,1623,461
243,1625,559
243,1645,232
243,1676,588
243,1682,535
243,1690,356
243,1717,314
243,1721,554
243,1722,164
243,1747,424
243,1748,582
243,1801,372
243,1917,189
243,1923,362
243,1931,540
243,1961,437
243,1994,520
243,1997,539
243,2000,534
243,2003,424
243,2004,226
243,2005,510
243,2006,309
243,2011,307
243,2012,235
243,2019,450
243,2021,513
243,2028,577
243,2033,539
243,2093,452
243,2107,254
243,2115,553
243,2116,219
243,2121,7
243,2122,172
243,2124,543
243,2143,223
243,2161,375
243,2163,261
243,2167,236
243,2174,473
243,2193,560
243,2232,578
243,2291,587
243,2328,249
243,2329,522
243,2394,457
243,2405,546
243,2421,40
243,2436,359
243,2456,117
243,2513,561
243,2529,234
243,2571,588
243,2617,373
243,2628,669
243,2683,583
243,2700,622
243,2706,529
243,2710,426
243,2712,405
243,2716,507
243,2717,284
243,2719,307
243,2722,353
243,2762,465
243,2790,387
243,2826,477
243,2840,385
243,2858,483
243,2890,490
243,2916,450
243,2944,593
243,2959,442
243,2985,341
243,2987,545
243,2997,434
243,3033,202
243,3052,379
243,3081,542
243,3087,504
243,3147,265
243,3159,217
243,3175,342
243,3176,295
243,3256,265
243,3273,319
243,3471,493
243,3489,734
243,3499,565
243,3527,541
243,3535,258
243,3578,705
243,3623,279
243,3698,219
243,3745,473
243,3751,539
243,3753,260
243,3755,63
243,3785,352
243,3793,420
243,3977,428
243,3993,271
243,3994,519
243,3996,300
243,4022,362
243,4036,398
243,4105,508
243,4128,244
243,4148,406
243,4226,582
243,4270,152
243,4306,505
243,4308,753
243,4356,409
243,4446,565
243,4467,589
243,4526,432
243,4643,322
243,4682,411
243,4720,470
243,4857,476
243,4865,553
243,4886,455
243,4896,424
243,4963,437
243,4973,697
243,4993,780
243,5254,255
243,5299,312
243,5349,257
243,5378,763
243,5388,258
243,5418,338
243,5433,372
243,5445,265
243,5478,111
243,5618,420
243,5630,591
243,5669,469
243,5679,365
243,5785,481
243,5816,591
243,5944,86
243,5952,530
243,5971,562
243,6157,353
243,6242,420
243,6243,272
243,6286,468
243,6333,491
243,6350,419
243,6377,476
243,6502,335
243,6503,230
243,6534,20
243,6539,559
243,6615,160
243,6711,493
243,6754,370
243,6768,564
